scorer,DeepCut_resnet50_laserInCabinetMar10shuffle1_1030000,DeepCut_resnet50_laserInCabinetMar10shuffle1_1030000,DeepCut_resnet50_laserInCabinetMar10shuffle1_1030000,DeepCut_resnet50_laserInCabinetMar10shuffle1_1030000,DeepCut_resnet50_laserInCabinetMar10shuffle1_1030000,DeepCut_resnet50_laserInCabinetMar10shuffle1_1030000,DeepCut_resnet50_laserInCabinetMar10shuffle1_1030000,DeepCut_resnet50_laserInCabinetMar10shuffle1_1030000,DeepCut_resnet50_laserInCabinetMar10shuffle1_1030000
24,303.4966866970062,339.8475022315979,1.0,367.1312026977539,341.6132264137268,1.0,419.0017442703247,346.61106395721436,1.0
25,276.6605243086815,339.22965240478516,1.0,341.28306543827057,335.13714146614075,1.0,390.4117269515991,342.99580454826355,1.0
26,249.88361310958862,333.66224670410156,1.0,318.1305937767029,333.3032296895981,1.0,361.7382707595825,339.7289261817932,1.0
27,226.12314987182617,330.93941164016724,1.0,293.91120314598083,333.15568566322327,1.0,337.93764090538025,333.55349254608154,1.0
28,198.18319082260132,331.2504549026489,1.0,262.05001950263977,331.8396463394165,1.0,313.91825771331787,332.1020317077637,1.0
29,169.83627271652222,335.0545642375946,1.0,239.79270148277283,333.4677582979202,1.0,288.14086627960205,331.00104904174805,1.0
30,143.46033573150635,337.504816532135,1.0,221.18093609809875,336.95678758621216,1.0,267.82804918289185,327.7699432373047,1.0
31,122.06431865692139,340.6497039794922,1.0,192.50063800811768,336.148166179657,1.0,247.17011213302612,327.9031391143799,1.0
32,92.20678210258484,341.9978504180908,1.0,171.62773942947388,335.2488534450531,1.0,216.87420558929443,328.6561918258667,1.0
33,65.56506013870239,336.8487243652344,1.0,146.72930240631104,335.15685081481934,1.0,189.7476749420166,327.2241315841675,1.0
34,70.15541982650757,337.3613758087158,1.0,141.47308540344238,333.15748131275177,1.0,184.87855768203735,325.1917724609375,1.0
35,84.35669010877609,347.9515199661255,1.0,144.8056526184082,335.112033367157,1.0,184.88981103897095,323.870108127594,1.0
36,100.26321893930435,373.7459259033203,1.0,144.4124574661255,339.2841544151306,1.0,180.55501544475555,324.0864448547363,1.0
37,101.60584104061127,387.9311738014221,1.0,135.79813408851624,342.0394401550293,1.0,171.36422497034073,324.50384044647217,1.0
38,102.4750165939331,408.86477613449097,1.0,126.66584610939026,356.8726234436035,1.0,157.2503353357315,330.52816247940063,1.0
39,97.72271275520325,437.7053642272949,1.0,116.33493518829346,377.3133792877197,1.0,138.4497504234314,336.34698009490967,1.0
40,99.37119102478027,440.1533889770508,1.0,112.39400720596313,382.7027094364166,1.0,128.97714829444885,342.0749559402466,1.0
41,102.54546666145325,439.1080148220062,1.0,111.22035551071167,388.3054447174072,1.0,122.00284576416016,346.894145488739,1.0
42,112.20738506317139,436.87367445230484,1.0,107.38178491592407,395.2858347892761,1.0,118.3070113658905,361.8698191642761,1.0
43,126.4292471408844,434.84888315200806,0.9999657869338989,110.20407056808472,404.65190410614014,1.0,106.66193509101868,373.4490728378296,1.0
44,134.85658168792725,432.2338080406189,1.0,113.37765383720398,405.45548915863037,1.0,104.87120819091797,377.4042191505432,1.0
45,146.6749540567398,426.7831292152405,1.0,117.3273286819458,406.59040880203247,1.0,103.47830176353455,384.3366770744324,1.0
46,153.45832514762878,428.120524071157,0.9999606609344482,125.59424495697021,406.10457372665405,1.0,100.23434162139893,383.9144723415375,1.0
47,156.486523270607,421.3135761022568,1.0,124.94739359617233,401.1256971359253,1.0,98.20697021484375,380.273229598999,1.0
48,157.60381400585175,415.9712543487549,1.0,124.1765084117651,395.65815687179565,1.0,95.85529470443726,375.5318212509155,1.0
49,163.29581832885742,410.50293588638306,1.0,127.4251012802124,398.6832284927368,1.0,94.26231336593628,375.371417760849,1.0
50,179.4925581216812,410.0285267829895,1.0,132.3147280216217,403.3319401741028,1.0,91.76973007619381,380.7784881591797,1.0
51,206.15117931365967,416.39837884902954,1.0,150.78148984909058,407.0537235736847,1.0,102.10524559020996,390.7388446331024,1.0
52,232.6426272392273,423.113098859787,1.0,180.08077086508274,414.12485122680664,1.0,124.59625995159149,400.0454216003418,1.0
53,257.0114736557007,423.56746673583984,1.0,195.99955049151322,413.0492744445801,1.0,145.11187934875488,399.4866290092468,1.0
54,280.04024171829224,418.91827917099,1.0,218.39212584495544,411.2465043067932,1.0,164.83655333518982,404.41779136657715,1.0
55,306.10475516319275,421.97844314575195,1.0,245.6264191865921,412.8905735015869,1.0,191.2047312259674,407.0695288181305,1.0
56,328.57125759124756,423.40462493896484,1.0,258.05005514621735,413.28242778778076,1.0,210.43595933914185,402.7444477081299,1.0
57,349.9036374092102,423.38696026802063,1.0,280.7529034614563,414.7179412841797,1.0,230.51466631889343,404.20166206359863,1.0
58,372.4612580537796,424.0422501564026,1.0,310.45947194099426,415.3539299964905,1.0,254.2121753692627,409.27081775665283,1.0
59,392.9048185348511,424.5498847961426,1.0,324.89868372678757,414.96256923675537,1.0,273.09008026123047,406.10494232177734,1.0
60,410.71055698394775,416.2279853820801,1.0,351.88771986961365,415.48752999305725,1.0,300.03010091744363,404.50113677978516,1.0
61,420.2749729156494,395.0761389732361,1.0,363.99686201056466,412.4299736022949,1.0,313.98090648651123,411.9039726257324,1.0
62,427.1478533744812,375.45086574554443,1.0,378.563756942749,406.5117471218109,1.0,332.31195229291916,419.85364055633545,1.0
63,451.1596851348877,363.7424359321594,1.0,403.1265678405762,395.3626961708069,1.0,356.16799779236317,410.7116641998291,1.0
64,476.2714796066284,352.229510307312,1.0,424.0535464286804,376.77572202682495,1.0,375.76527285575867,401.64192962646484,1.0
65,502.948228597641,342.8346643447876,1.0,445.15158092975616,365.3258489370346,1.0,396.26823806762695,388.49299401044846,1.0
66,527.0219659805298,333.03262996673584,1.0,464.26874446868896,358.1833875179291,1.0,417.0234794616699,369.6452226638794,1.0
67,545.0017557144165,327.7088327407837,1.0,483.7640138119459,346.0572190284729,1.0,432.38580083847046,366.0199546813965,1.0
68,563.9433740824461,324.3518238067627,1.0,495.81129789352417,342.0814423561096,1.0,445.60064363479614,360.9522953033447,1.0
69,563.4050121307373,321.37934255599976,1.0,497.71337270736694,341.85783290863037,1.0,450.4406876564026,359.7899854183197,1.0
70,552.4474368095398,334.5440936088562,1.0,500.4455871582031,343.03450322151184,1.0,452.29112434387207,359.77978467941284,1.0
71,552.0837268829346,334.76194763183594,1.0,502.8104553222656,340.4765671491623,1.0,455.3709764480591,356.93185329437256,1.0
72,560.1391897201538,337.3494348526001,1.0,511.8812572956085,337.35800313949585,1.0,458.74289321899414,351.44913363456726,1.0
73,555.2993820905685,333.53863298892975,1.0,509.84722113609314,337.1711411476135,1.0,460.7851333618164,350.4723045825958,1.0
74,545.2621355056763,326.45532870292664,1.0,501.44177639484406,340.3288507461548,1.0,454.57492089271545,357.3191261291504,1.0
75,520.8960943222046,307.09155893325806,1.0,487.60327529907227,344.8629832267761,1.0,445.4641443490982,368.39881134033203,1.0
76,500.4642022550106,303.0226593017578,1.0,481.28444719314575,345.2031660079956,1.0,445.65300965309143,373.7732877731323,1.0
77,489.7858829498291,294.15789699554443,1.0,478.25817489624023,341.0692443847656,1.0,446.09111189842224,375.0961561203003,1.0
78,461.2386338710785,285.2228145599365,1.0,471.9685227870941,331.0219135284424,1.0,451.78576123714447,371.2328314781189,1.0
79,447.7689633369446,270.21700382232666,1.0,466.12100291252136,316.5775384902954,1.0,461.80150949954987,363.242363512516,1.0
80,437.32197892665863,254.97442245483398,1.0,464.2537450790405,303.59635496139526,1.0,470.2131235599518,345.29637718200684,1.0
81,424.5621528625488,237.77189922332764,1.0,451.81082928180695,284.8036136627197,1.0,466.817102432251,327.4890401363373,1.0
82,414.33591961860657,226.24777507781982,1.0,446.1008198261261,277.06998348236084,1.0,465.00198698043823,313.8366389274597,1.0
83,414.551148891449,221.40843963623047,1.0,444.65214025974274,272.9441123008728,1.0,465.49350023269653,311.5528926849365,1.0
84,409.83769941329956,230.7784652709961,1.0,445.4699954986572,275.8981637954712,1.0,470.89720010757446,312.7026786804199,1.0
85,405.71638000011444,251.6741418838501,1.0,447.3505573272705,280.0425777435303,1.0,474.9805202484131,315.1095333099365,1.0
86,404.4858560562134,267.2120289802551,1.0,448.4908857345581,281.899290561676,1.0,478.8433904647827,313.07460260391235,1.0
87,394.66131925582886,275.83801651000977,1.0,443.10722637176514,282.02594089508057,1.0,477.9931277036667,309.4343891143799,1.0
88,378.8294153213501,284.51410484313965,1.0,436.9020794034004,284.36174392700195,1.0,474.1966395378113,305.33781576156616,1.0
89,353.7476463317871,284.77792739868164,1.0,420.3106092810631,283.9691352844238,1.0,464.1807188987732,291.2804036140442,1.0
90,321.67425870895386,286.7272787094116,1.0,389.3574596643448,286.7635588645935,1.0,436.24382877349854,287.80541491508484,1.0
91,288.6630175113678,291.2608003616333,1.0,356.0757472589612,286.0258550643921,1.0,395.1587543487549,287.8353977203369,1.0
92,248.38544034957886,280.160457611084,0.999993085861206,318.1585040092468,290.4989011287689,1.0,365.04199981689453,285.54785442352295,1.0
93,218.9871003627777,287.9674983024597,0.9974181652069092,285.6828684806824,284.9868106842041,1.0,334.6982672214508,289.7954535484314,1.0
94,187.39892953634262,292.63471603393555,1.0,258.5725895166397,289.4833993911743,1.0,300.48487663269043,288.5114665031433,1.0
95,154.78520488739014,295.0222339630127,1.0,226.44348621368408,293.8651759624481,1.0,267.57679271698,281.55741596221924,1.0
96,131.79075300693512,299.4635081291199,1.0,198.70114469528198,295.44538259506226,1.0,239.005774974823,286.70602440834045,1.0
97,108.72296011447906,307.8808650970459,1.0,171.5005602836609,302.4186644554138,1.0,213.38349664211273,289.89380836486816,1.0
98,93.6084680557251,330.5884566307068,1.0,156.44489192962646,308.9815497994423,1.0,200.8457899093628,293.2042863368988,1.0
99,86.03100824356079,347.9576554298401,1.0,150.21660470962524,309.7970542907715,1.0,186.76015090942383,283.85343603789806,1.0
100,78.67209577560425,360.6325640678406,1.0,139.39852905273438,314.76684761047363,1.0,174.69708728790283,289.65214490890503,1.0
101,69.36666178703308,377.8847532272339,1.0,126.17789673805237,334.61671781539917,1.0,161.70111465454102,300.1277551651001,1.0
102,76.68962860107422,401.7935161590576,1.0,116.35051795840263,348.7346363067627,1.0,145.96601724624634,305.8508839607239,1.0
103,73.6371054649353,424.28712463378906,1.0,110.2613263130188,360.4226665496826,1.0,132.84333056211472,319.4655637741089,1.0
104,67.9486436843872,441.34966707229614,1.0,100.80372816324234,381.20270919799805,1.0,121.84397268295288,339.0641965866089,1.0
105,67.56166076660156,441.03248500823975,1.0,99.04615092277527,389.57899475097656,1.0,120.70833730697632,346.7735800743103,1.0
106,72.9907751083374,436.83412742614746,1.0,99.02411937713623,395.6491813659668,1.0,111.87179851531982,353.3640470504761,1.0
107,83.80679216980934,433.2415704727173,1.0,97.99969816207886,398.48857617378235,1.0,106.61952829360962,361.70071029663086,1.0
108,100.49433475732803,432.8596181869507,0.0001359879970550537,94.07322406768799,409.35296630859375,1.0,103.55821394920349,382.62788009643555,1.0
109,92.16831892728806,412.50432711839676,2.014636993408203e-05,99.18039870262146,406.54254508018494,0.9999998807907104,101.92364776134491,387.189989566803,1.0
110,99.01473712921143,390.96907329559326,2.4139881134033203e-06,93.74205791950226,404.5377770662308,0.9283013343811035,100.28118991851807,393.7638440132141,1.0
111,102.44272375106812,404.4143385887146,1.9729137420654297e-05,92.65017545223236,406.3142352104187,0.061391204595565796,101.78846085071564,399.50384759902954,1.0
112,100.20285272598267,398.39026832580566,9.953975677490234e-06,90.7595294713974,410.4418007135391,0.00015866756439208984,101.36394190788269,402.0397973060608,1.0
113,100.48548173904419,406.64849758148193,1.6480684280395508e-05,90.13139116764069,405.1450470685959,0.00019809603691101074,99.15381145477295,401.9544939994812,1.0
114,100.1141848564148,398.92676162719727,1.4603137969970703e-05,115.02920466661453,403.0720040202141,0.00011971592903137207,100.65157002210617,403.0574240684509,1.0
115,83.4920482635498,402.9401144981384,0.0016360282897949219,101.99598336219788,403.52014634013176,0.997082531452179,104.45253992080688,393.5604338645935,1.0
116,125.20338082313538,417.62513971328735,0.0003858208656311035,112.02431082725525,391.66984701156616,1.0,102.56033873558044,376.99046087265015,1.0
117,148.4087736606598,414.2374458312988,1.0,118.52758455276489,388.1425886154175,1.0,95.40558767318726,366.2491674423218,1.0
118,160.66827011108398,410.73135232925415,1.0,121.82630014419556,391.5320029258728,1.0,92.25991886854172,365.59180641174316,1.0
119,179.83339992165565,405.4468479156494,1.0,132.36781311035156,393.9033274650574,1.0,89.33205127716064,371.7599182128906,1.0
120,200.56107711791992,413.40825748443604,1.0,146.05842876434326,393.6752634048462,1.0,94.50566482543945,381.67777729034424,1.0
121,219.21559762954712,424.4069948196411,1.0,156.56463861465454,397.39441776275635,1.0,110.87253522872925,384.18895387649536,1.0
122,237.52303075790405,428.0624885559082,1.0,171.81713819503784,401.91249656677246,1.0,125.0542676448822,382.1691541671753,1.0
123,250.91711282730103,427.9751081466675,1.0,181.31723272800446,406.0723340511322,1.0,136.60152673721313,383.9938790798187,1.0
124,253.61886405944824,421.9945025444031,1.0,182.0018494129181,405.0785617828369,1.0,137.81137132644653,386.05556201934814,1.0
125,235.22431129217148,428.6716079711914,1.0,179.0154104232788,404.6932668685913,1.0,133.23888766765594,385.04128217697144,1.0
126,207.61356711387634,439.57082748413086,1.0,165.99892795085907,400.61940908432007,1.0,126.15047645568848,383.45006346702576,1.0
127,200.34984683990479,447.4280333518982,1.0,166.2855179309845,400.4858078956604,1.0,123.94741678237915,383.3717062473297,1.0
128,200.53525161743164,447.6008577346802,1.0,164.39767837524414,401.4452633857727,1.0,122.91275823116302,382.0886697769165,1.0
129,204.92908096313477,449.52649784088135,1.0,165.53583765029907,403.1472382545471,1.0,126.01736330986023,381.95491313934326,1.0
130,211.24955224990845,449.72513723373413,1.0,167.1037027835846,404.040020942688,1.0,127.73669219017029,381.53797149658203,1.0
131,213.10561084747314,448.56410789489746,1.0,167.44871282577515,404.2520160675049,1.0,128.7532444000244,381.0068655014038,1.0
132,215.99833226203918,447.59339809417725,1.0,172.05562803521752,404.84316539764404,1.0,135.82313179969788,378.19756269454956,1.0
133,222.8006842136383,448.2100520133972,1.0,175.92756128311157,405.4847459793091,1.0,138.09533023834229,376.5920195579529,1.0
134,230.6144380569458,447.99200654029846,1.0,179.67211532592773,402.0208377838135,1.0,140.33269500732422,377.1248164176941,1.0
135,234.39597368240356,445.08397579193115,1.0,179.68049478530884,402.7198123931885,1.0,140.35535335540771,377.22139024734497,1.0
136,242.88161945343018,423.8147006034851,1.0,182.4797122478485,401.6705870628357,1.0,143.0626983642578,380.1012544631958,1.0
137,239.20664238929749,399.6016571521759,1.0,181.45024251937866,397.63547706604004,1.0,142.8571219444275,381.78451442718506,1.0
138,241.1282238960266,372.01906299591064,1.0,186.65860080718994,393.25392627716064,1.0,144.1128659248352,381.31859493255615,1.0
139,253.29855859279633,347.1877279281616,1.0,201.5438780784607,387.88713693618774,1.0,153.00576639175415,384.9331374168396,1.0
140,268.7849407196045,333.8584237098694,1.0,221.98277699947357,375.75614070892334,1.0,175.2979874610901,392.920147895813,1.0
141,282.0945587158203,314.487998008728,1.0,238.92058753967285,360.3841710090637,1.0,193.6269941329956,382.2733280658722,1.0
142,273.0182433128357,291.8784151375294,1.0,251.56998524069786,339.5999402999878,1.0,208.26247453689575,373.94469678401947,1.0
143,261.4435873031616,269.8013470172882,1.0,246.01350665092468,328.84606313705444,1.0,222.71367740631104,374.6164493560791,1.0
144,265.7447204589844,247.47321772575378,1.0,252.469359010458,310.6204764842987,1.0,235.46052724123,356.30485820770264,1.0
145,262.95530343055725,225.4903211593628,1.0,251.15612334012985,280.81416368484497,1.0,236.4824514389038,335.7304015159607,1.0
146,264.9147300720215,201.02295780181885,1.0,252.55096876621246,261.90935266017914,1.0,246.76905274391174,317.7756848335266,1.0
147,264.98624992370605,184.80078554153442,1.0,252.73304533958435,246.68067479133606,1.0,250.31378078460693,296.21415424346924,1.0
148,255.3505744934082,173.7918802499771,1.0,254.58285999298096,238.28012490272522,1.0,251.2626609802246,285.35781693458557,1.0
149,243.68891096115112,172.20812702178955,1.0,252.2418379187584,236.14154148101807,1.0,249.821759223938,279.1977319717407,1.0
150,221.14156126976013,188.69700527191162,1.0,242.7504985332489,236.00716400146484,1.0,246.50814127922058,282.24807024002075,1.0
151,195.43515717983246,189.9674768447876,1.0,234.46606588363647,235.5076084136963,1.0,248.5708770751953,278.876748085022,1.0
152,175.1527054309845,177.30562210083008,1.0,219.799072265625,224.3328423500061,1.0,246.2113642692566,264.4391303062439,1.0
153,153.40657496452332,166.17369556427002,1.0,205.3009169101715,212.04101753234863,1.0,232.90172672271729,245.83229410648346,1.0
154,132.01216316223145,155.82895755767822,1.0,183.98161697387695,200.88200521469116,1.0,218.056640625,231.37896394729614,1.0
155,100.9564094543457,147.1221399307251,1.0,155.57864475250244,187.78063535690308,1.0,202.05837392807007,215.60864281654358,1.0
156,78.93379497528076,139.2284107208252,1.0,142.80898022651672,180.2862434387207,1.0,187.217942237854,200.65802192687988,1.0
157,72.71521139144897,123.802405834198,1.0,128.8964285850525,168.6083950996399,1.0,164.38185170292854,195.26369380950928,1.0
158,70.91347336769104,111.69785690307617,1.0,112.35368251800537,161.48900890350342,1.0,151.5467586517334,186.35302352905273,1.0
159,76.26189708709717,104.74053001403809,1.0,108.70598566532135,154.57656908035278,1.0,146.2266263961792,176.29014539718628,1.0
160,79.21637105941772,96.665687084198,1.0,106.06539106369019,147.59080266952515,1.0,141.39055013656616,173.56504344940186,1.0
161,79.30581998825073,87.11191892623901,1.0,103.71784615516663,143.7966148853302,1.0,138.7329044342041,174.2675085067749,1.0
162,82.5562105178833,77.88723945617676,1.0,104.10637474060059,140.48458290100098,1.0,138.52669429779053,175.3487319946289,1.0
163,84.49635124206543,65.70441818237305,1.0,103.8666205406189,133.11047172546387,1.0,133.9019240140915,173.47549152374268,1.0
164,89.40047407150269,47.588029861450195,1.0,100.2729659974575,116.49296283721924,1.0,115.38062524795532,168.48951816558838,1.0
165,88.47685480117798,39.16712951660156,1.0,97.49970769882202,106.76366758346558,1.0,108.45114135742188,159.14372897148132,1.0
166,78.41466212272644,37.330055236816406,1.0,95.08686661720276,108.84400081634521,1.0,107.54814133048058,156.84359550476074,1.0
167,73.06548070907593,38.87634754180908,1.0,93.67210793495178,110.42275524139404,1.0,106.8163709640503,156.8563289642334,1.0
168,71.06986808776855,41.23162317276001,1.0,91.63655269145966,101.33974552154541,1.0,106.93755722045898,145.34504318237305,1.0
169,81.58181047439575,44.77344799041748,1.0,91.51503276824951,91.16968202590942,1.0,107.11004114151001,124.75026798248291,1.0
170,93.3080462217331,51.87789058685303,0.0012853145599365234,89.30286645889282,80.88239097595215,1.0,92.60583090782166,118.48194408416748,1.0
171,89.2678394317627,115.69835376739502,7.110834121704102e-05,88.12337017059326,81.03598403930664,1.0,90.6582841873169,109.2643871307373,1.0
172,93.89336109161377,95.41391563415527,3.3020973205566406e-05,89.65431308746338,82.87930011749268,1.0,90.21274280548096,96.168869972229,1.0
173,93.30699062347412,92.64590692520142,3.173947334289551e-05,89.67983293533325,84.06348682940006,0.9999997615814209,88.71664714813232,93.64747297763824,1.0
174,95.37729740142822,101.19412136077881,6.61015510559082e-05,89.69927549362183,85.83382642269135,0.9999998211860657,89.33157968521118,97.91623544692993,1.0
175,102.84255862236023,61.85567569732666,1.0,93.67576587200165,90.90290451049805,1.0,91.39017152786255,113.49197721481323,1.0
176,109.54322052001953,65.94083404541016,1.0,90.08042049407959,92.99953556060791,1.0,89.55218553543091,121.78362846374512,1.0
177,111.00619316101074,63.43399143218994,1.0,91.37736892700195,90.886549949646,1.0,89.02074670791626,125.6837739944458,1.0
178,123.39138317108154,58.26262950897217,1.0,94.00246143341064,86.68660950660706,1.0,86.00314664840698,126.61155033111572,1.0
179,149.278160572052,54.109984397888184,1.0,112.33972454071045,76.99466133117676,1.0,84.1956958770752,121.82035684585571,1.0
180,180.83800888061523,55.53825259208679,1.0,131.7872953414917,71.14435148239136,1.0,84.68636357784271,102.86014556884766,1.0
181,205.61409378051758,55.25152015686035,1.0,146.014723777771,71.32221913337708,1.0,100.52211010456085,88.85903072357178,1.0
182,227.32032346725464,48.64692211151123,1.0,163.84572732448578,64.56149816513062,1.0,117.87575972080231,82.26562356948853,1.0
183,247.18890166282654,48.51952886581421,1.0,185.39769411087036,68.79609096050262,1.0,135.51171374320984,82.78395175933838,1.0
184,272.4625325202942,49.37805795669556,1.0,208.446879863739,69.38245451450348,1.0,160.72366571426392,76.11290073394775,1.0
185,296.4167990684509,47.93994212150574,1.0,228.82291793823242,63.834660053253174,1.0,183.03509998321533,76.2270622253418,1.0
186,316.74476146698,51.277114391326904,1.0,254.53885078430176,66.74217081069946,1.0,203.99392330273986,77.42495822906494,1.0
187,346.866575717926,51.70575952529907,1.0,281.4973530769348,70.14042687416077,1.0,232.19473695755005,73.02288722991943,1.0
188,380.05646896362305,56.81192207336426,1.0,310.4755537509918,66.22973680496216,1.0,262.40076088905334,75.80148315429688,1.0
189,409.48510789871216,62.07476615905762,1.0,341.02308225631714,67.14634132385254,1.0,292.0186014175415,71.79033994674683,1.0
190,433.0254144668579,59.68485450744629,1.0,363.0964632034302,68.92149442434311,1.0,313.40272188186646,68.18550777435303,1.0
191,463.8938763141632,57.66113471984863,1.0,394.77521419525146,65.80034494400024,1.0,343.46253395080566,70.48081016540527,1.0
192,496.2705316543579,63.02708697319031,1.0,422.8684124946594,63.057541370391846,1.0,377.24927043914795,71.28426837921143,1.0
193,524.3278702795506,62.49073314666748,1.0,452.3396039009094,66.570791721344,1.0,401.26192808151245,62.61380410194397,1.0
194,553.518771648407,63.1555609703064,1.0,484.8835783004761,62.32760453224182,1.0,428.9926919937134,63.634098052978516,1.0
195,574.5132529735565,66.93162679672241,1.0,504.3612446784973,60.154212951660156,1.0,457.546923160553,69.59683322906494,1.0
196,575.5787079334259,61.50226593017578,1.0,506.65289783477783,60.12288856506348,1.0,460.50396728515625,71.29779124259949,1.0
197,576.1497182846069,59.388315200805664,1.0,506.6930499076843,60.8596076965332,1.0,460.8483953475952,72.26946783065796,1.0
198,585.0311341285706,57.66861867904663,1.0,516.6661366820335,64.32851552963257,1.0,468.36862820386887,71.18270969390869,1.0
199,582.7731719017029,57.06101942062378,1.0,517.4894956350327,59.355106830596924,1.0,472.85230922698975,63.62358903884888,1.0
200,568.7893362045288,62.00869083404541,1.0,515.9825463294983,57.68878936767578,1.0,473.8500156402588,63.204094648361206,1.0
201,566.1946113109589,74.15632820129395,1.0,516.1912943571806,59.295103549957275,1.0,474.7740421295166,63.31823539733887,1.0
202,566.7779581546783,81.12655782699585,1.0,518.4492473602295,62.44823741912842,1.0,476.50242698192596,62.33568477630615,1.0
203,571.9523131363094,100.24219799041748,1.0,525.6063424348831,74.07447862625122,1.0,480.5760293006897,62.754124879837036,1.0
204,577.3170204162598,124.88494491577148,1.0,537.831045627594,86.93088889122009,1.0,494.8733777999878,59.27018737792969,1.0
205,580.2672500610352,146.3139443397522,1.0,550.1457781791687,98.82032108306885,1.0,516.0559482574463,65.01840305328369,1.0
206,576.2914900779724,158.2770700454712,1.0,551.0207076072693,111.23259353637695,1.0,520.6513023376465,74.61941862106323,1.0
207,570.1439757347107,172.09147930145264,1.0,551.8994297981262,123.50955820083618,1.0,527.8076038360596,80.16307783126831,1.0
208,565.2265735864639,179.61105823516846,1.0,553.7623152732849,130.04754734039307,1.0,535.3412337303162,85.95566177368164,1.0
209,556.4593181610107,199.0476016998291,1.0,552.1948699951172,141.51130867004395,1.0,542.9712688922882,96.4352855682373,1.0
210,555.4374785423279,224.20029067993164,1.0,553.861364364624,161.75816917419434,1.0,542.9645719528198,117.80501461029053,1.0
211,557.2001503705978,251.1805591583252,1.0,548.9762561321259,182.01465225219727,1.0,548.1640901565552,135.8038718700409,1.0
212,560.4572353363037,275.4870390892029,1.0,552.9735689163208,206.23682236671448,1.0,549.4630558490753,156.88188457489014,1.0
