scorer,DeepCut_resnet50_laserInCabinetMar10shuffle1_1030000,DeepCut_resnet50_laserInCabinetMar10shuffle1_1030000,DeepCut_resnet50_laserInCabinetMar10shuffle1_1030000,DeepCut_resnet50_laserInCabinetMar10shuffle1_1030000,DeepCut_resnet50_laserInCabinetMar10shuffle1_1030000,DeepCut_resnet50_laserInCabinetMar10shuffle1_1030000,DeepCut_resnet50_laserInCabinetMar10shuffle1_1030000,DeepCut_resnet50_laserInCabinetMar10shuffle1_1030000,DeepCut_resnet50_laserInCabinetMar10shuffle1_1030000
bodyparts,nose,nose,nose,body,body,body,tailBase,tailBase,tailBase
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood
1367,540.7148237228394,139.52146768569946,1.0,537.9661016464233,198.44073581695557,1.0,517.8174828290939,239.1934244632721,1.0
1368,538.5152988433838,117.7556381225586,1.0,536.9451785087585,167.99828720092773,1.0,522.3270744085312,213.67759609222412,1.0
1369,542.169899225235,99.78225135803223,1.0,538.5819239616394,157.78695380687714,1.0,530.9888424873352,202.98135709762573,1.0
1370,538.9137930870056,85.93361377716064,1.0,541.3651924133301,133.6127393245697,1.0,524.8867962360382,174.42980670928955,1.0
1371,537.4626030921936,72.04878187179565,1.0,539.4566350579262,115.34934091567993,1.0,529.0342645645142,159.6055042743683,1.0
1372,546.0334334373474,60.87025165557861,1.0,540.5571061372757,115.02122735977173,1.0,531.4530835151672,159.64452505111694,1.0
1373,554.9013767242432,49.53239965438843,1.0,543.1211116313934,110.20466613769531,1.0,530.6522166728973,158.01272678375244,1.0
1374,562.9753894805908,44.42075824737549,1.0,544.7436254024506,107.95721817016602,1.0,531.9893593322486,155.49146699905396,1.0
1375,561.1711349487305,43.14923429489136,1.0,545.6490225791931,106.75934934616089,1.0,531.9325170516968,153.1766448020935,1.0
1376,564.1106662750244,50.718034744262695,1.0,545.4051899909973,103.04007887840271,1.0,532.1292559653521,148.47392082214355,1.0
1377,562.1120499372482,53.67874813079834,1.0,546.2807278633118,92.19579696655273,1.0,527.8573248386383,125.09927082061768,1.0
1378,558.9642162322998,60.027250884100795,0.9999988079071045,548.5463933944702,80.60306310653687,1.0,531.234893321991,102.65699172019958,1.0
1379,542.5958223342896,102.33218264579773,2.950429916381836e-06,547.2096261382103,84.40210914611816,1.0,535.0682809352875,100.40365314483643,1.0
1380,544.0080080032349,102.09585237503052,2.950429916381836e-06,544.7712938785553,85.4065809249878,0.9999997615814209,537.9155106544495,98.72643232345581,1.0
1381,539.1100165247917,98.47634029388428,1.1771917343139648e-05,544.4950075149536,83.33967822790146,0.9999264478683472,539.376944065094,94.01173114776611,1.0
1382,543.0643463134766,88.32811403274536,3.8117170333862305e-05,544.8677823543549,81.62113666534424,0.003164052963256836,539.9844598770142,86.46826362609863,1.0
1383,544.4425172805786,86.94092178344727,5.352497100830078e-05,546.0978932380676,75.22417324781418,0.003183215856552124,541.4559452533722,84.51636600494385,1.0
1384,544.7939729690552,87.21482419967651,6.67870044708252e-05,545.7851359844208,74.93377161026001,0.0034536421298980713,541.8063005208969,84.3618392944336,1.0
1385,491.9080048426986,89.09624099731445,0.0018462538719177246,521.0207734107971,82.53251492977142,0.005050867795944214,541.4695720672607,84.36550712585449,1.0
1386,489.5618426799774,82.74567186832428,0.01997026801109314,521.1482734680176,76.01968746632338,0.9999971389770508,542.058486700058,83.21702146530151,1.0
1387,486.18317890167236,86.05477714538574,0.49228429794311523,519.2682735919952,78.02181315422058,0.9999983310699463,541.9424659013748,83.65665292739868,1.0
1388,485.56411838531494,90.46398425102234,0.015861541032791138,518.3744359016418,83.42188370227814,0.9996368885040283,540.8586232066154,85.24328899383545,1.0
1389,540.9597234725952,105.17386722564697,5.0634145736694336e-05,522.4132719039917,94.33913540840149,0.9999991655349731,535.4064040184021,106.90447854995728,1.0
1390,532.9450942277908,81.17985343933105,0.6423035860061646,535.4464073181152,103.04358148574829,0.999998927116394,531.3350386619568,120.6757435798645,1.0
1391,513.0122673511505,130.02613162994385,0.0002969801425933838,538.9101601839066,109.44391822814941,1.0,517.7021983861923,121.66042757034302,1.0
1392,556.5583992004395,147.32133960723877,1.0,540.4552622139454,109.56722831726074,1.0,517.677557349205,115.48365020751953,1.0
1393,551.2583181858063,156.21132946014404,1.0,541.610453248024,111.82501292228699,1.0,516.3635509312153,112.60407257080078,1.0
1394,556.663932800293,159.59187984466553,1.0,541.9403499364853,118.32691240310669,1.0,515.3574867248535,111.65143918991089,1.0
1395,562.4993891716003,162.69110012054443,1.0,544.4809832572937,121.80772161483765,1.0,514.4588733911514,110.52331256866455,1.0
1396,561.5315761566162,167.9012167453766,1.0,544.4466543197632,128.81014394760132,1.0,516.0690856948495,109.03064346313477,1.0
1397,553.539834022522,162.47991037368774,1.0,542.4227647781372,122.17611289024353,0.9999999403953552,515.8576730489731,109.49220275878906,1.0
1398,551.2320129871368,151.0714454650879,1.0,537.7716202735901,114.55979788303375,1.0,513.0992422103882,109.25807857513428,1.0
1399,541.5296813249588,128.8489727973938,0.996687650680542,529.5263352394104,111.4421899318695,1.0,501.64164316654205,116.01256656646729,1.0
1400,536.4586336612701,96.31736087799072,0.01505899429321289,522.1221261024475,113.04543685913086,1.0,497.52957248687744,131.34564304351807,1.0
1401,528.9119565486908,78.82078838348389,1.0,515.5951051712036,111.49388456344604,1.0,488.0190997123718,133.41341400146484,1.0
1402,536.1510410308838,71.58467674255371,1.0,512.626434803009,109.8636531829834,1.0,483.31856775283813,136.71705627441406,1.0
1403,545.2412366867065,84.94288635253906,1.0,513.8039565086365,109.82737064361572,1.0,481.1126914024353,136.22327136993408,1.0
1404,548.1746873557568,130.67153692245483,1.0,517.0721778869629,112.63846111297607,1.0,477.06492805480957,128.68494606018066,1.0
1405,541.1029949188232,158.90607619285583,1.0,520.131685256958,119.71693062782288,1.0,479.20770168304443,120.2529525756836,1.0
1406,539.8125623464584,179.9743504524231,1.0,526.8195939064026,129.83990097045898,1.0,485.74208307266235,115.41992712020874,1.0
1407,548.8592210412025,203.57459354400635,1.0,536.0909643173218,149.5312385559082,1.0,501.7846201658249,113.93433284759521,1.0
1408,545.982029914856,232.0944128036499,1.0,535.644660949707,179.67221355438232,1.0,517.4422187805176,134.22711539268494,1.0
1409,528.4888334274292,259.50867891311646,1.0,538.79987180233,212.90366744995117,1.0,531.1488590836525,165.9799861907959,1.0
1410,512.3733811378479,291.41659116744995,1.0,530.5757774114609,239.75932598114014,1.0,540.7166048288345,197.0653519630432,1.0
1411,496.55864572525024,321.02047300338745,1.0,522.5633902549744,271.11270022392273,1.0,534.6343185901642,228.90898036956787,1.0
1412,478.97532868385315,353.8909134864807,1.0,503.49794363975525,303.78809428215027,1.0,525.4175391197205,261.06485998630524,1.0
1413,456.40315294265747,386.70869636535645,1.0,491.5241337120533,337.6774306297302,1.0,507.86245012283325,296.07712268829346,1.0
1414,436.26491817831993,412.2379446029663,1.0,470.5608539581299,364.2701463699341,1.0,494.7460446357727,325.6137285232544,1.0
1415,408.8756513595581,425.614737033844,1.0,457.68630743026733,386.7344470024109,1.0,481.0333003997803,353.8667960166931,1.0
1416,379.69878101348877,417.6059274673462,1.0,427.65625286102295,398.46494150161743,1.0,463.0989956855774,366.29248547554016,1.0
1417,354.68112802505493,413.6678056716919,1.0,410.6680439710617,404.4313144683838,1.0,451.08790397644043,382.36296796798706,1.0
1418,327.6752953529358,405.1953821182251,1.0,383.10739254951477,404.76654529571533,1.0,426.4921214580536,390.40137672424316,1.0
1419,292.9813504219055,400.539870262146,1.0,353.80118465423584,401.1221761703491,1.0,399.7105827331543,401.51162910461426,1.0
1420,255.71053624153137,399.2587904930115,1.0,317.9466211795807,400.74671459198,1.0,359.9769649505615,397.5558601617813,1.0
1421,222.07018399238586,397.3877544403076,1.0,279.0520317554474,397.22750186920166,1.0,325.8758422136307,393.23802852630615,1.0
1422,183.1451771259308,400.84646224975586,1.0,253.8542264699936,399.3855314254761,1.0,297.9644923210144,399.6951231956482,1.0
1423,149.8140573501587,395.69220638275146,1.0,215.24629139900208,392.46721601486206,1.0,263.0050220489502,388.51196670532227,1.0
1424,117.11491131782532,396.5152635574341,1.0,189.86708915233612,392.4489736557007,1.0,234.30590975284576,397.1282539367676,1.0
1425,94.5703992843628,391.7607169151306,1.0,164.44805508852005,387.8171982765198,1.0,209.2126955986023,386.05331087112427,1.0
1426,82.13239002227783,391.31849670410156,1.0,142.44014620780945,383.5809254646301,1.0,191.09508776664734,376.2619676589966,1.0
1427,92.48992168903351,411.16057443618774,1.0,142.96756410598755,389.8302346467972,1.0,188.73752915859222,380.57751274108887,1.0
1428,78.42197680473328,427.8558306694031,1.0,137.53335213661194,396.93082332611084,1.0,182.85850548744202,382.3545627593994,1.0
1429,67.16089534759521,433.69318771362305,1.0,125.54611444473267,399.35855865478516,1.0,163.36334562301636,378.3969416618347,1.0
1430,64.59781265258789,432.7389106750488,1.0,115.41261887550354,403.4713177680969,1.0,156.13174329698086,380.1224355697632,1.0
1431,64.24058103561401,439.77382469177246,1.0,113.42268991470337,405.27209758758545,1.0,155.600821018219,384.7158889770508,1.0
1432,63.86665177345276,439.19262313842773,1.0,111.30536150932312,405.2842426300049,1.0,152.58762311935425,387.6927947998047,1.0
1433,68.03037738800049,432.417715549469,1.0,108.59135341644287,406.9304976463318,1.0,143.90378594398499,389.0868196487427,1.0
1434,80.69863843917847,429.51394855976105,1.0,100.37063503265381,409.2497568130493,1.0,121.46015167236328,386.1236615180969,1.0
1435,83.60205799341202,415.3870942592621,0.8677080273628235,100.26408672332764,410.96519660949707,1.0,117.67510676383972,391.56826639175415,1.0
1436,97.1202301979065,409.9473931789398,1.8864870071411133e-05,104.52396965026855,406.0977749824524,0.9999994039535522,114.95032942295074,395.50636291503906,1.0
1437,95.35823607444763,411.64100098609924,0.0009661614894866943,102.28379106521606,407.59951162338257,0.9999997615814209,113.0489912033081,396.57386779785156,1.0
1438,82.49360990524292,409.51273345947266,0.0071176886558532715,94.45777630805969,411.32559978961945,0.058785706758499146,105.04270505905151,401.9255909919739,1.0
1439,78.998122215271,411.67250591516495,0.01611536741256714,91.54095655679703,412.9518216252327,0.036125898361206055,100.82357573509216,405.58750343322754,1.0
1440,75.8338394165039,417.6144917011261,0.00011965632438659668,91.42772364616394,414.4841296672821,0.18684712052345276,98.85440707206726,407.105863571167,1.0
1441,75.25544691085815,417.3152594566345,0.0017586946487426758,92.09511657059193,414.8592574596405,0.5291150808334351,97.05850219726562,406.73152446746826,1.0
1442,138.5729854106903,422.6672387123108,0.9999997615814209,112.06017541885376,408.7338225841522,0.9425620436668396,98.01933336257935,401.5673899650574,1.0
1443,152.6703109741211,422.04349088668823,1.0,120.00521969795227,408.95159673690796,1.0,96.01865839958191,397.7172203063965,1.0
1444,160.326726436615,423.444034576416,1.0,121.29190635681152,408.74072313308716,1.0,93.79888248443604,393.54518270492554,1.0
1445,173.06560802459717,425.4999189376831,1.0,127.64005994796753,410.5045156478882,1.0,95.52184724807739,394.6056842803955,1.0
1446,184.7422251701355,430.68532156944275,1.0,137.71455430984497,411.6340980529785,1.0,98.41505718231201,389.3160343170166,1.0
1447,198.6784245967865,430.3489291667938,1.0,148.06823062896729,410.87131929397583,1.0,102.14053177833557,391.5580196380615,1.0
1448,222.75175714492798,434.5658059120178,1.0,166.89800238609314,413.88851737976074,1.0,117.23282241821289,392.8415365219116,1.0
1449,253.9842460155487,429.254376411438,1.0,202.4389853477478,407.42651414871216,1.0,155.68474197387695,383.6926922798157,1.0
1450,279.9898781776428,419.88235425949097,1.0,228.75382709503174,399.04189348220825,1.0,185.89141511917114,375.003470659256,1.0
1451,308.4790621101856,420.01157665252686,1.0,258.01174879074097,401.74285411834717,1.0,210.25818824768066,379.3024959564209,1.0
1452,331.70602321624756,416.1539740562439,1.0,284.37297958135605,397.4408588409424,1.0,249.59276676177979,375.9677608013153,1.0
1453,356.1675563454628,420.5016326904297,1.0,308.1397020071745,404.2368984222412,1.0,260.70564556121826,378.1354513168335,1.0
1454,383.2630515098572,426.4263439178467,1.0,332.17698879539967,404.88011837005615,1.0,294.3634898662567,380.7241086959839,1.0
1455,379.3983927965164,425.15885162353516,0.9999998807907104,354.7861328125,403.29805850982666,1.0,328.4906339645386,374.0812783241272,1.0
1456,367.87874698638916,431.06531620025635,0.0002283155918121338,356.8465288281441,404.9917984008789,1.0,333.6189090013504,381.27804160118103,1.0
1457,366.1963529586792,434.38424921035767,0.00012299418449401855,357.2070679664612,405.6204665899277,1.0,338.1430859565735,384.07857036590576,1.0
1458,341.6258991956711,386.2866072654724,1.0073184967041016e-05,352.8463156223297,407.7903769016266,1.0,343.6761665344238,389.2344779968262,1.0
1459,334.8708724975586,435.99796011904255,0.0001361072063446045,352.12844038009644,410.9104564189911,0.9999924898147583,353.8660771846771,399.62434244155884,1.0
1460,333.26371943950653,435.5870476067066,0.001023322343826294,353.13067984580994,412.4833626151085,1.0,355.5115604400635,398.3140814304352,1.0
1461,327.69939661026,420.85566425323486,3.522634506225586e-05,352.27821159362793,409.5288619995117,1.0,356.61792147159576,393.0826654434204,1.0
1462,306.8694121837616,417.51970624923706,1.0,351.02531123161316,411.36017322540283,1.0,358.1720871925354,387.96508502960205,1.0
1463,292.1321500688791,420.6423673629761,1.0,343.257027387619,411.9704885482788,1.0,358.7584569454193,384.8097610473633,1.0
1464,268.98909187316895,424.5431718826294,1.0,327.9389989376068,412.0468741506338,1.0,357.08724653720856,388.9317817687988,1.0
1465,247.18710041046143,419.32398557662964,1.0,308.70826625823975,414.86918592453003,1.0,338.3778085708618,390.8415570259094,1.0
1466,236.65088558197021,409.10714864730835,1.0,289.49124908447266,408.0080108642578,1.0,332.7741909623146,389.01817989349365,1.0
1467,203.41660499572754,406.08574390411377,1.0,268.07775115966797,406.9346516132355,1.0,312.12596321105957,399.2149381637573,1.0
1468,172.38340321183205,405.9542655944824,1.0,233.9737310409546,400.3354616165161,1.0,278.08242654800415,391.0974225997925,1.0
1469,144.5556936264038,410.6286087036133,1.0,203.00654518604279,402.1466088294983,1.0,246.6425745487213,397.8496044874191,1.0
1470,120.56114768981934,407.23747754096985,1.0,176.08871841430664,397.4404525756836,1.0,219.98786194156855,387.89572286605835,1.0
1471,90.375235080719,417.58786058425903,1.0,150.3216917514801,407.43462347984314,1.0,192.67803478240967,397.6451587677002,1.0
1472,76.92181301116943,415.47113704681396,1.0,123.02737188339233,407.93417739868164,1.0,159.96634793281555,391.6983051300049,1.0
1473,99.04303079843521,417.8165316581726,0.4333108067512512,117.89700591564178,407.16425132751465,1.0,146.31916761398315,394.47339391708374,1.0
1474,104.76015830039978,414.32822704315186,0.00017899274826049805,122.8045185804367,405.70868492126465,1.0,146.73188757896423,397.6967496871948,1.0
1475,118.69170618057251,420.6649317741394,0.0017923414707183838,125.5372724533081,406.41399908065796,1.0,143.76185870170593,397.89652037620544,1.0
1476,141.22965002059937,392.16306924819946,0.000253826379776001,119.80356907844543,409.4995894432068,1.0,133.0753434896469,399.14425349235535,1.0
1477,109.46234679222107,413.5265814065933,0.00018343329429626465,113.41278600692749,409.94556760787964,1.0,125.90678429603577,400.1378574371338,1.0
1478,124.80296993255615,400.74459314346313,5.7250261306762695e-05,109.58332479000092,413.0182167291641,0.9999798536300659,118.83736324310303,404.1742744445801,1.0
1479,99.90243482589722,416.2765119075775,0.00177040696144104,103.10722208023071,413.9974732398987,0.9277713298797607,113.69511270523071,405.15134716033936,1.0
1480,91.30822801589966,417.1303150653839,0.00033983588218688965,106.63577139377594,414.2461657524109,0.07158690690994263,109.97009408473969,408.5636377334595,1.0
1481,91.44440841674805,417.9959945678711,0.000274658203125,106.75462067127228,416.46100187301636,0.796873152256012,109.72587025165558,408.3500518798828,1.0
1482,91.33229446411133,416.6560733318329,0.0016624033451080322,110.16096878051758,415.8495121002197,0.9999998211860657,111.2132921218872,401.8743476867676,1.0
1483,149.1052417755127,420.53072172403336,0.9999878406524658,113.69941210746765,416.8998968601227,0.9999997615814209,109.59067046642303,403.8028144836426,1.0
1484,160.91983127593994,421.9190834760666,0.9999998807907104,126.16343545913696,415.0725543498993,0.9999999403953552,108.87281864881516,401.41879415512085,1.0
1485,170.60719394683838,422.54126596450806,1.0,130.93702256679535,412.19349344074726,1.0,110.92992377281189,397.06395626068115,1.0
1486,185.2816562652588,425.98704385757446,1.0,142.5699381828308,412.70778518915176,1.0,110.29404997825623,395.0475492477417,1.0
1487,197.83955907821655,428.0934591293335,1.0,152.97556352615356,414.7179090976715,1.0,115.81594058871269,396.5035467147827,1.0
1488,211.02263236045837,428.16724586486816,1.0,159.79340600967407,416.24574041366577,1.0,118.80831789970398,399.53149127960205,1.0
1489,214.30692148208618,425.85642886161804,0.9999998807907104,165.45430207252502,419.7795524597168,1.0,126.76795721054077,403.04869747161865,1.0
1490,212.91199523210526,424.4536967277527,0.9998648166656494,168.21357488632202,421.5777645111084,1.0,131.0267128944397,410.64535093307495,1.0
1491,213.91280460357666,421.5821944475174,0.9999892711639404,170.9547414779663,422.184543132782,1.0,132.11219565570354,414.4713306427002,1.0
1492,221.13627433776855,421.66032099723816,0.9999898672103882,174.56249952316284,421.82997584342957,1.0,131.547372341156,416.68853521347046,1.0
1493,233.29940342903137,427.7819652557373,1.0,183.00947451591492,416.2104687690735,1.0,130.54447853565216,414.49066829681396,1.0
1494,245.09126687049866,433.4812617301941,1.0,188.68009400367737,419.5877251625061,1.0,132.79015159606934,410.37356090545654,1.0
1495,267.747013092041,425.0525121688843,1.0,208.28021430969238,415.0938458442688,1.0,153.7905740737915,406.328382730484,1.0
1496,300.69276428222656,422.8679301738739,1.0,241.2562313079834,415.3750717639923,1.0,192.39101457595825,398.2888059616089,1.0
1497,332.88656574487686,421.45937156677246,1.0,270.21185970306396,409.92385625839233,1.0,223.35000824928284,399.90148544311523,1.0
1498,360.6073269844055,417.37422704696655,1.0,309.3684034347534,401.7359209060669,1.0,263.17152214050293,381.7110815048218,1.0
1499,367.25238037109375,423.8828823566437,1.0,328.40036249160767,402.73422288894653,1.0,289.7317805290222,376.9828701019287,1.0
1500,362.0934190750122,421.44101345539093,0.9300364851951599,339.985494595021,398.2424650192261,1.0,310.29275822639465,376.91257524490356,1.0
1501,354.49778985977173,416.44878673553467,0.00022268295288085938,341.0388785600662,399.2707996368408,1.0,321.53576946258545,372.8397852778435,1.0
1502,360.2792863845825,436.6988372206688,0.9988945722579956,343.26991415023804,402.94944858551025,1.0,325.1703773736954,376.29561614990234,1.0
1503,330.6098449230194,436.2652625441551,0.038334816694259644,344.61612606048584,406.25123739242554,1.0,328.36188793182373,380.8809441924095,1.0
1504,331.10845643281937,439.64723348617554,0.08908891677856445,342.9364216327667,408.8462510108948,1.0,332.20490074157715,386.79511654376984,1.0
1505,328.2211027145386,439.43948793411255,0.13808852434158325,344.25773668289185,410.3359626531601,0.9999997615814209,333.83307659626007,390.5019443035126,1.0
1506,327.18653893470764,436.8267212510109,0.013393938541412354,346.698384642601,409.8475353717804,0.9999996423721313,333.6958923339844,393.0465793609619,1.0
1507,353.2156238555908,434.9356412887573,0.5610107183456421,342.5410716533661,406.72685837745667,1.0,327.22930121421814,384.2609028816223,1.0
1508,361.2636396884918,402.7908511161804,0.8732132315635681,338.9790687561035,398.3459143638611,1.0,318.9653124809265,375.9729714393616,1.0
1509,369.0760381221771,403.07046937942505,1.0,334.4038212299347,396.7791624069214,1.0,308.7571324110031,373.55401396751404,1.0
1510,370.670712351799,389.7935856580734,1.0,337.0819103717804,396.368932723999,1.0,307.38470804691315,373.2414216995239,1.0
1511,382.2584402561188,369.59252166748047,1.0,344.32085514068604,397.6992311477661,1.0,305.8426547050476,383.50600123405457,1.0
1512,397.65269660949707,349.9613561630249,1.0,361.2928442955017,383.5493633747101,1.0,314.75155687332153,390.7733507156372,1.0
1513,393.2763991355896,317.16493129730225,1.0,372.97870165109634,364.3029146194458,1.0,338.1919720172882,391.17579412460327,1.0
1514,393.6233787536621,297.9237656593323,1.0,378.6844549179077,350.632426738739,1.0,363.70796155929565,390.4160749912262,1.0
1515,397.77969670295715,276.73893451690674,1.0,384.1486463546753,329.36705446243286,1.0,378.9763641357422,371.95380115509033,1.0
1516,415.75143361091614,250.1742901802063,1.0,396.23149394989014,303.9114625453949,1.0,385.9986982345581,347.6794958114624,1.0
1517,425.96916580200195,218.84190797805786,1.0,410.2754611968994,268.0953559875488,1.0,388.65611773729324,307.90378761291504,1.0
1518,433.6994776725769,192.3181014060974,1.0,413.91108989715576,244.36602973937988,1.0,401.6462481021881,285.21955394744873,1.0
1519,437.35303342342377,174.9255609512329,1.0,426.8024455308914,220.64329624176025,1.0,403.63549518585205,257.4257130622864,1.0
1520,438.99924421310425,172.28827667236328,1.0,428.93721890449524,203.0460124015808,1.0,417.1736125946045,243.0391640663147,1.0
1521,446.6236319541931,173.96543216705322,1.0,431.7405917644501,205.53229808807373,1.0,422.95556569099426,242.46726369857788,1.0
1522,448.30391097068787,181.74804878234863,1.0,433.41761302948,207.33594942092896,1.0,424.1634774208069,241.95512199401855,1.0
1523,442.50306034088135,180.28543281555176,1.0,432.1849727630615,207.2433750629425,1.0,424.9827365875244,241.36483097076416,1.0
1524,433.8284411430359,167.31047320365906,1.0,430.203818321228,207.91969418525696,1.0,424.46357679367065,244.3217658996582,1.0
1525,425.646945476532,159.58006072044373,1.0,430.67998933792114,202.2589349746704,1.0,424.26798248291016,246.65061163902283,1.0
1526,420.87778186798096,136.74477195739746,1.0,428.431040763855,192.89458656311035,1.0,423.10212898254395,241.2974009513855,1.0
1527,413.7741972208023,119.04812049865723,1.0,424.0536108016968,178.439115524292,1.0,426.1825361251831,222.41133165359497,1.0
1528,399.1685881614685,97.95598936080933,1.0,417.2554540634155,156.25209140777588,1.0,423.3778259754181,203.14240741729736,1.0
1529,385.3455481529236,72.65889406204224,1.0,402.6367082595825,135.32627201080322,1.0,408.64574432373047,183.15902614593506,1.0
1530,371.43013191223145,57.97179460525513,1.0,394.6233067512512,115.02362203598022,1.0,408.6537947654724,156.72690677642822,1.0
1531,366.4626302719116,53.50100135803223,1.0,386.4515937566757,99.78082656860352,1.0,395.43655675649643,141.54201221466064,1.0
1532,381.72043442726135,59.89335632324219,1.0,381.67686784267426,96.76676511764526,1.0,384.47292137145996,136.7847123146057,1.0
1533,400.96328616142273,69.23351287841797,1.0,389.57050609588623,103.15779829025269,1.0,383.94954895973206,140.5367307662964,1.0
1534,426.5045576095581,81.60068225860596,1.0,397.5922574996948,103.48577117919922,1.0,386.90605306625366,138.11328887939453,1.0
1535,450.01634311676025,84.08830833435059,1.0,406.62829089164734,104.47214317321777,1.0,388.9614009857178,136.25809860229492,1.0
1536,473.2527709007263,82.22413682937622,1.0,418.64109468460083,99.3878026008606,1.0,386.51417350769043,129.56369733810425,1.0
1537,496.2356262207031,71.26183724403381,1.0,438.92764544487,90.25328016281128,1.0,395.97815309278667,109.1081018447876,1.0
1538,518.7201652526855,68.17901802062988,1.0,461.41524612903595,77.7344560623169,1.0,423.2483060359955,99.57337188720703,1.0
1539,539.4862028360367,82.83382654190063,1.0,486.99675011634827,82.16838216781616,1.0,444.6413297653198,88.774085521698,1.0
1540,562.0106965303421,101.51656341552734,1.0,508.15821647644043,80.78950595855713,1.0,463.893084526062,78.796541929245,1.0
1541,568.7365927696228,109.92817687988281,1.0,514.5595135688782,87.91881895065308,1.0,472.7251238822937,85.29862594604492,1.0
1542,567.2759602069855,120.39001274108887,1.0,517.6006940603256,92.99475860595703,1.0,474.9812879562378,86.59274578094482,1.0
1543,561.2522954940796,135.69294953346252,1.0,524.0652132034302,98.16474914550781,1.0,478.66686272621155,81.84839391708374,1.0
1544,544.4251503944397,152.6159963607788,1.0,524.6406755447388,103.31878089904785,1.0,485.90969681739807,76.65327167510986,1.0
1545,542.9232139587402,180.1745662689209,1.0,527.5738220214844,123.88770961761475,1.0,497.3645634651184,83.51787233352661,1.0
1546,554.863796710968,208.4270510673523,1.0,531.2222189903259,153.97935247421265,1.0,512.6872487068176,108.06001949310303,1.0
1547,561.0184926986694,227.88058471679688,1.0,543.0310473442078,176.55863761901855,1.0,520.4085597991943,138.0501012802124,1.0
1548,566.3413755893707,243.38778162002563,1.0,542.2804269790649,196.12551593780518,1.0,519.293830871582,155.84027290344238,1.0
1549,566.7781021595001,264.45865535736084,1.0,544.3428528308868,214.56733417510986,1.0,530.7467722892761,168.86236000061035,1.0
1550,558.8988242149353,276.59660816192627,1.0,545.9292345046997,226.07882833480835,1.0,527.0466027259827,189.7785348892212,1.0
1551,543.0885984897614,289.40820121765137,1.0,542.8492431640625,237.1994514465332,1.0,525.5304055213928,195.79507732391357,1.0
1552,540.2800540924072,310.25277495384216,1.0,539.688564658165,254.03284358978271,1.0,536.7067337036133,206.98462057113647,1.0
1553,545.0965337753296,338.98476123809814,1.0,542.8498902320862,279.55387568473816,1.0,541.4272613525391,233.8197922706604,1.0
1554,550.5655677318573,357.99775791168213,1.0,545.023960351944,301.50439262390137,1.0,532.6169509887695,258.056640625,1.0
1555,552.8425827026367,373.33673906326294,1.0,543.6864402294159,315.1142554283142,1.0,542.0392229557037,269.5961856842041,1.0
1556,557.6186488866806,394.5311336517334,1.0,545.9562921524048,330.72428703308105,1.0,551.1159920692444,283.37213945388794,1.0
1557,552.6642484664917,421.11369037628174,1.0,548.686980843544,353.5353488922119,1.0,542.4825189113617,305.81294536590576,1.0
1558,554.722273349762,437.43453562259674,1.0,551.1537075042725,377.1752619743347,1.0,548.9036922454834,331.0954613685608,1.0
1559,567.1913499832153,441.90966415405273,1.0,552.3070921897888,379.613694190979,1.0,553.0431718826294,332.3818244934082,1.0
1560,570.1418161392212,441.85946798324585,1.0,551.512823343277,384.0761389732361,1.0,548.5670032501221,337.27204036712646,1.0
1561,568.2766675949097,437.6813826560974,1.0,550.9294674396515,388.1046533584595,1.0,550.3824007511139,344.77774238586426,1.0
1562,568.0931262969971,439.13208770751953,1.0,551.2093546390533,391.9525763988495,1.0,552.4114298820496,349.7597279548645,1.0
1563,562.9673563241959,437.4357978105545,0.9999999403953552,551.7122616767883,392.9448757171631,1.0,552.964451789856,350.9732975959778,1.0
1564,545.500955581665,435.3900008201599,1.0,553.2926707267761,401.72298097610474,1.0,547.6699709892273,360.75213050842285,1.0
1565,536.8979687690735,431.2433729171753,0.3985162079334259,548.733981013298,403.61175775527954,1.0,544.5778884887695,368.0546588897705,1.0
1566,528.7276675701141,426.3289158344269,0.016382992267608643,542.888215303421,403.6654634475708,1.0,544.7876081466675,375.98536562919617,1.0
1567,529.8402757644653,422.70394372940063,0.7284772396087646,541.7144564390182,401.691180229187,1.0,544.5996994972229,376.0004382133484,1.0
1568,530.5709240436554,419.6279598772526,0.9922023415565491,541.5959724187851,401.6896753311157,1.0,543.264270067215,379.85734272003174,1.0
1569,531.3778289556503,418.932755112648,0.7427056431770325,542.3583734035492,401.2220754623413,1.0,543.3397407531738,380.78175926208496,1.0
1570,531.174829185009,418.19243490695953,0.11993438005447388,541.8982186317444,399.8632900714874,1.0,542.8001470565796,379.66466760635376,1.0
1571,525.5111000537872,417.15305495262146,0.017053991556167603,537.7400999069214,396.7718074321747,1.0,542.3825340270996,377.1423635482788,1.0
1572,500.79655838012695,413.030948638916,1.0,536.4632468223572,395.0405955314636,1.0,543.2173838615417,366.8972430229187,1.0
1573,495.3893189430237,418.6303253173828,1.0,537.4278078079224,394.2125816345215,1.0,544.4576663970947,363.5325870513916,1.0
1574,495.66448998451233,422.22860527038574,1.0,537.6559882164001,395.08278703689575,1.0,543.8264605998993,361.72680139541626,1.0
1575,501.4889407157898,428.4549980163574,1.0,539.4832147955894,395.37590169906616,1.0,543.771377325058,360.71719217300415,1.0
